# Метеостанция Остафьево (аэропорт), Россия, METAR=UUMO, выборка с 01.05.2019 по 09.09.2019, все дни
# Кодировка: Unicode
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=UUMO&lang=ru
#
"Местное время в Остафьево (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"14.05.2019 11:00";"18.0";"748.2";"763.5";"78";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"14.05.2019 10:30";"17.0";"748.2";"763.5";"83";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"14.05.2019 10:00";"17.0";"748.2";"763.5";"83";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"14.0";
"14.05.2019 09:30";"16.0";"748.1";"763.5";"83";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1110 м, кучево-дождевые облака";"10.0 и более";"13.0";
"14.05.2019 09:00";"15.0";"748.9";"764.3";"88";"Ветер, дующий с севера";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1500 м, кучево-дождевые облака";"10.0 и более";"13.0";
"14.05.2019 08:30";"15.0";"748.1";"763.5";"94";"Ветер, дующий с северо-северо-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 900 м, кучево-дождевые облака";"10.0 и более";"14.0";
"14.05.2019 08:00";"15.0";"748.9";"764.3";"88";"Ветер, дующий с севера";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 1200 м, кучево-дождевые облака";"10.0 и более";"13.0";
"14.05.2019 07:30";"15.0";"748.9";"764.3";"94";"Ветер, дующий с северо-северо-востока";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Незначительная (10-30%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 2100 м";"10.0 и более";"14.0";
"14.05.2019 07:00";"14.0";"748.8";"764.3";"88";"Ветер, дующий с северо-северо-запада";"1";"";"";"";"Незначительная (10-30%) 1380 м, кучево-дождевые облака , разорванная (60-90%) 2490 м";"10.0 и более";"12.0";
"14.05.2019 06:30";"14.0";"748.8";"764.3";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"14.05.2019 06:00";"13.0";"748.0";"763.5";"94";"Ветер, дующий с западо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"14.05.2019 05:30";"14.0";"748.0";"763.5";"88";"Ветер, дующий с северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"14.05.2019 05:00";"14.0";"748.0";"763.5";"82";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 22:00";"16.0";"749.6";"765.0";"72";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 21:30";"17.0";"749.7";"765.0";"68";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 21:00";"18.0";"749.7";"765.0";"64";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 20:30";"18.0";"749.7";"765.0";"64";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 20:00";"18.0";"749.7";"765.0";"64";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 19:30";"19.0";"749.8";"765.0";"64";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"13.05.2019 19:00";"19.0";"749.8";"765.0";"64";"Ветер, дующий с северо-северо-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"13.05.2019 18:30";"20.0";"749.8";"765.0";"64";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Незначительная (10-30%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"13.0";
"13.05.2019 18:00";"21.0";"749.9";"765.0";"57";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Незначительная (10-30%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"13.05.2019 17:30";"20.0";"749.8";"765.0";"60";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"13.05.2019 17:00";"20.0";"750.6";"765.8";"60";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"13.05.2019 16:30";"20.0";"750.6";"765.8";"60";"Ветер, дующий с севера";"5";"";"";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"13.05.2019 16:00";"20.0";"750.6";"765.8";"60";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"12.0";
"13.05.2019 15:30";"20.0";"750.6";"765.8";"60";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"12.0";
"13.05.2019 15:00";"21.0";"751.4";"766.6";"60";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"13.0";
"13.05.2019 14:30";"21.0";"751.4";"766.6";"60";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"13.0";
"13.05.2019 14:00";"20.0";"751.4";"766.6";"64";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"13.0";
"13.05.2019 13:30";"19.0";"751.3";"766.6";"64";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"12.0";
"13.05.2019 13:00";"19.0";"751.3";"766.6";"68";"Ветер, дующий с севера";"5";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"13.0";
"13.05.2019 12:30";"18.0";"751.3";"766.6";"73";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 780 м";"10.0 и более";"13.0";
"13.05.2019 12:00";"18.0";"751.3";"766.6";"73";"Ветер, дующий с севера";"4";"";"";"";"Разорванная (60-90%) 600 м";"10.0 и более";"13.0";
"13.05.2019 11:30";"17.0";"751.9";"767.3";"77";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 600 м, разорванная (60-90%) 2100 м";"10.0 и более";"13.0";
"13.05.2019 11:00";"16.0";"751.9";"767.3";"83";"Ветер, дующий с севера";"4";"";"";"";"Рассеянная (40-50%) 540 м, разорванная (60-90%) 2100 м";"10.0 и более";"13.0";
"13.05.2019 10:30";"16.0";"751.9";"767.3";"83";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Рассеянная (40-50%) 540 м, сплошная (100%) 2100 м";"10.0 и более";"13.0";
"13.05.2019 10:00";"16.0";"751.9";"767.3";"83";"Ветер, дующий с северо-северо-востока";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , сплошная (100%) 2100 м";"10.0 и более";"13.0";
"13.05.2019 09:30";"15.0";"751.8";"767.3";"82";"Ветер, дующий с северо-востока";"3";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 600 м, кучево-дождевые облака , разорванная (60-90%) 2100 м";"10.0 и более";"12.0";
"13.05.2019 09:00";"15.0";"752.6";"768.1";"82";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"13.05.2019 08:30";"15.0";"752.6";"768.1";"77";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"13.05.2019 08:00";"15.0";"751.8";"767.3";"82";"Ветер, дующий с северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"13.05.2019 07:30";"15.0";"752.6";"768.1";"82";"Ветер, дующий с северо-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"13.05.2019 07:00";"15.0";"752.6";"768.1";"88";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"13.05.2019 06:30";"15.0";"752.6";"768.1";"88";"Ветер, дующий с северо-северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"13.05.2019 06:00";"15.0";"751.8";"767.3";"82";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"13.05.2019 05:30";"14.0";"751.8";"767.3";"94";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"13.05.2019 05:00";"15.0";"751.8";"767.3";"88";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"13.05.2019 04:30";"15.0";"751.8";"767.3";"82";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 23:30";"17.0";"752.7";"768.1";"73";"Ветер, дующий с юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 23:00";"15.0";"752.6";"768.1";"72";"Ветер, дующий с востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 22:30";"17.0";"752.7";"768.1";"73";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 22:00";"18.0";"752.8";"768.1";"64";"Ветер, дующий с юго-востока";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 21:30";"18.0";"752.8";"768.1";"60";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 21:00";"19.0";"752.8";"768.1";"56";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 20:30";"19.0";"752.8";"768.1";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 20:00";"19.0";"752.8";"768.1";"60";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 19:30";"20.0";"752.9";"768.1";"53";"Ветер, дующий с востоко-юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 19:00";"20.0";"752.1";"767.3";"53";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 18:30";"20.0";"752.1";"767.3";"46";"Ветер, дующий с востоко-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"12.05.2019 18:00";"21.0";"752.1";"767.3";"50";"Ветер, дующий с востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 17:30";"21.0";"752.1";"767.3";"46";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 17:00";"22.0";"752.2";"767.3";"44";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 16:30";"22.0";"752.2";"767.3";"44";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 16:00";"21.0";"752.1";"767.3";"46";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 15:30";"21.0";"752.9";"768.1";"50";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 15:00";"21.0";"752.9";"768.1";"53";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 14:30";"21.0";"752.9";"768.1";"46";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 14:00";"20.0";"752.9";"768.1";"49";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 13:30";"21.0";"752.9";"768.1";"46";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"12.05.2019 13:00";"20.0";"752.9";"768.1";"53";"Ветер, дующий с северо-востока";"2";"";"";"";"Рассеянная (40-50%) 1290 м";"10.0 и более";"10.0";
"12.05.2019 12:30";"21.0";"752.1";"767.3";"53";"Переменное направление";"1";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"11.0";
"12.05.2019 12:00";"19.0";"752.8";"768.1";"52";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"9.0";
"12.05.2019 11:30";"19.0";"752.8";"768.1";"52";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"9.0";
"12.05.2019 11:00";"20.0";"752.9";"768.1";"49";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Рассеянная (40-50%) 1200 м";"10.0 и более";"9.0";
"12.05.2019 10:30";"19.0";"752.0";"767.3";"56";"Ветер, дующий с юга";"2";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"10.0";
"12.05.2019 10:00";"19.0";"752.0";"767.3";"60";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 09:30";"18.0";"752.0";"767.3";"64";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 09:00";"18.0";"752.0";"767.3";"68";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 08:30";"17.0";"751.9";"767.3";"73";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 08:00";"16.0";"751.9";"767.3";"77";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 07:30";"15.0";"751.8";"767.3";"82";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"12.05.2019 07:00";"13.0";"751.0";"766.6";"88";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 06:30";"12.0";"751.0";"766.6";"94";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"12.05.2019 06:00";"11.0";"750.9";"766.6";"94";"Переменное направление";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"12.05.2019 05:30";"8.0";"750.0";"765.8";"100";"Ветер, дующий с северо-северо-запада";"1";"";"Поземный туман";"";"Нет существенной облачности";"10.0 и более";"8.0";
"12.05.2019 05:00";"8.0";"750.0";"765.8";"100";"Штиль, безветрие";"0";"";"Поземный туман, дымка";"";"Нет существенной облачности";"3.0";"8.0";
"11.05.2019 22:00";"16.0";"747.5";"762.8";"63";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"11.05.2019 21:30";"17.0";"747.5";"762.8";"59";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"11.05.2019 21:00";"17.0";"746.7";"762.0";"59";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"11.05.2019 20:30";"17.0";"746.7";"762.0";"59";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"11.05.2019 20:00";"18.0";"746.8";"762.0";"56";"Ветер, дующий с юга";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"11.05.2019 19:30";"18.0";"746.0";"761.2";"52";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 19:00";"18.0";"746.0";"761.2";"52";"Ветер, дующий с юго-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 18:30";"19.0";"746.0";"761.2";"49";"Ветер, дующий с юго-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 18:00";"19.0";"746.0";"761.2";"49";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 17:30";"18.0";"746.0";"761.2";"52";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 17:00";"18.0";"746.0";"761.2";"52";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 16:30";"19.0";"745.4";"760.5";"49";"Ветер, дующий с юга";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"11.05.2019 16:00";"19.0";"745.4";"760.5";"56";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 1380 м";"10.0 и более";"10.0";
"11.05.2019 15:30";"18.0";"745.3";"760.5";"56";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"9.0";
"11.05.2019 15:00";"18.0";"745.3";"760.5";"60";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"10.0";
"11.05.2019 14:30";"18.0";"744.5";"759.7";"60";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"10.0";
"11.05.2019 14:00";"17.0";"744.5";"759.7";"64";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 1200 м";"10.0 и более";"10.0";
"11.05.2019 13:30";"17.0";"743.8";"759.0";"59";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"9.0";
"11.05.2019 13:00";"17.0";"743.8";"759.0";"64";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"10.0";
"11.05.2019 12:30";"17.0";"743.0";"758.2";"64";"Ветер, дующий с юго-запада";"8";"";"";"";"Разорванная (60-90%) 990 м";"10.0 и более";"10.0";
"11.05.2019 12:00";"17.0";"743.0";"758.2";"64";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"10.0";
"11.05.2019 11:30";"17.0";"742.5";"757.7";"68";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"11.0";
"11.05.2019 11:00";"17.0";"741.7";"756.9";"68";"Ветер, дующий с юго-юго-запада";"4";"9";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"11.0";
"11.05.2019 10:30";"16.0";"741.7";"756.9";"77";"Ветер, дующий с юга";"5";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"12.0";
"11.05.2019 10:00";"17.0";"741.0";"756.2";"73";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Разорванная (60-90%) 660 м";"10.0 и более";"12.0";
"11.05.2019 09:30";"17.0";"740.3";"755.4";"77";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"13.0";
"11.05.2019 09:00";"18.0";"739.5";"754.6";"73";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Разорванная (60-90%) 900 м";"10.0 и более";"13.0";
"11.05.2019 08:30";"20.0";"738.9";"753.9";"64";"Ветер, дующий с юга";"5";"";"";"";"Рассеянная (40-50%) 990 м, разорванная (60-90%) 2190 м";"10.0 и более";"13.0";
"11.05.2019 08:00";"21.0";"739.0";"753.9";"60";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"11.05.2019 07:30";"20.0";"738.2";"753.1";"60";"Ветер, дующий с юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"11.05.2019 07:00";"20.0";"738.2";"753.1";"60";"Ветер, дующий с востоко-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"11.05.2019 06:30";"20.0";"738.2";"753.1";"60";"Ветер, дующий с востоко-юго-востока";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"12.0";
"10.05.2019 21:30";"18.0";"742.6";"757.7";"88";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"10.05.2019 21:00";"18.0";"743.1";"758.2";"83";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"10.05.2019 20:30";"19.0";"743.1";"758.2";"78";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"10.05.2019 20:00";"20.0";"743.2";"758.2";"78";"Ветер, дующий с севера";"2";"";"";"";"Незначительная (10-30%) 1590 м, кучево-дождевые облака , разорванная (60-90%) 3900 м";"10.0 и более";"16.0";
"10.05.2019 19:30";"21.0";"743.2";"758.2";"73";"Ветер, дующий с севера";"2";"";"";"";"Рассеянная (40-50%) 1290 м, кучево-дождевые облака , разорванная (60-90%) 4800 м";"10.0 и более";"16.0";
"10.05.2019 19:00";"21.0";"744.0";"759.0";"69";"Ветер, дующий с севера";"1";"";"";"";"Рассеянная (40-50%) 1290 м, кучево-дождевые облака , разорванная (60-90%) 3900 м";"10.0 и более";"15.0";
"10.05.2019 18:30";"20.0";"743.9";"759.0";"78";"Переменное направление";"1";"";"";"";"Рассеянная (40-50%) 1290 м, кучево-дождевые облака , разорванная (60-90%) 3900 м";"10.0 и более";"16.0";
"10.05.2019 18:00";"23.0";"744.1";"759.0";"57";"Переменное направление";"1";"";"Слабый(ая)(ые) гроза, дождь";"";"Разорванная (60-90%) 990 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"14.0";
"10.05.2019 17:30";"23.0";"744.1";"759.0";"57";"Переменное направление";"1";"";"Гроза";"";"Рассеянная (40-50%) 1590 м, кучево-дождевые облака , разорванная (60-90%) 3900 м";"10.0 и более";"14.0";
"10.05.2019 17:00";"24.0";"744.8";"759.7";"54";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"10.05.2019 16:30";"24.0";"744.8";"759.7";"50";"Ветер, дующий с юго-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"13.0";
"10.05.2019 16:00";"24.0";"744.8";"759.7";"54";"Ветер, дующий с юга";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"10.05.2019 15:30";"24.0";"744.8";"759.7";"54";"Ветер, дующий с юго-юго-запада";"2";"";"";"";"Рассеянная (40-50%) 1290 м, разорванная (60-90%) 4800 м";"10.0 и более";"14.0";
"10.05.2019 15:00";"23.0";"744.8";"759.7";"57";"Ветер, дующий с юго-запада";"2";"";"";"";"Рассеянная (40-50%) 990 м, кучево-дождевые облака , разорванная (60-90%) 4800 м";"10.0 и более";"14.0";
"10.05.2019 14:30";"21.0";"745.5";"760.5";"64";"Ветер, дующий с юга";"2";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Разорванная (60-90%) 990 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"14.0";
"10.05.2019 14:00";"23.0";"745.6";"760.5";"50";"Ветер, дующий с юга";"3";"";"";"";"Рассеянная (40-50%) 1380 м, разорванная (60-90%) 3000 м";"10.0 и более";"12.0";
"10.05.2019 13:30";"23.0";"745.6";"760.5";"57";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"10.05.2019 13:00";"23.0";"745.6";"760.5";"57";"Ветер, дующий с юго-юго-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"10.05.2019 12:30";"22.0";"745.5";"760.5";"61";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"10.05.2019 12:00";"21.0";"745.5";"760.5";"69";"Ветер, дующий с юго-юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"10.05.2019 11:30";"20.0";"745.4";"760.5";"78";"Ветер, дующий с юго-юго-востока";"2";"";"";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака , разорванная (60-90%) 3900 м";"10.0 и более";"16.0";
"10.05.2019 11:00";"20.0";"745.4";"760.5";"78";"Ветер, дующий с юго-востока";"2";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"16.0";
"10.05.2019 10:30";"19.0";"745.4";"760.5";"83";"Ветер, дующий с юго-востока";"2";"";"";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"16.0";
"10.05.2019 10:00";"19.0";"745.4";"760.5";"83";"Ветер, дующий с юго-востока";"3";"";"";"";"Незначительная (10-30%) 1500 м, кучево-дождевые облака , разорванная (60-90%) 3000 м";"10.0 и более";"16.0";
"10.05.2019 09:30";"18.0";"745.3";"760.5";"88";"Ветер, дующий с востоко-юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"16.0";
"10.05.2019 09:00";"18.0";"745.3";"760.5";"83";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"10.05.2019 08:30";"18.0";"745.3";"760.5";"78";"Ветер, дующий с юго-востока";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"14.0";
"10.05.2019 08:00";"17.0";"745.3";"760.5";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"15.0";
"10.05.2019 07:30";"16.0";"745.2";"760.5";"94";"Ветер, дующий с юго-востока";"3";"";"";"";"Рассеянная (40-50%) 1500 м, кучево-дождевые облака , сплошная (100%) 3000 м";"10.0 и более";"15.0";
"10.05.2019 07:00";"16.0";"745.2";"760.5";"88";"Ветер, дующий с юго-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"14.0";
"10.05.2019 06:30";"16.0";"745.2";"760.5";"94";"Ветер, дующий с юго-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"15.0";
"10.05.2019 06:00";"16.0";"745.2";"760.5";"94";"Ветер, дующий с юго-востока";"4";"";"";"";"Рассеянная (40-50%) 1380 м, кучево-дождевые облака , сплошная (100%) 2790 м";"10.0 и более";"15.0";
"10.05.2019 05:30";"16.0";"745.2";"760.5";"94";"Ветер, дующий с юго-востока";"4";"";"Слабый(ая)(ые) ливень (ливни), дождь";"";"Рассеянная (40-50%) 1200 м, кучево-дождевые облака , сплошная (100%) 2490 м";"10.0 и более";"15.0";
